Country,Year,pop,ISO3166_alpha3,ISO3166_numeric,Region,SubRegion,OPEC,EU,OECD,CIS,biodiesel_cons_kbd,biodiesel_cons_kboed,biodiesel_cons_ktoe,biodiesel_cons_pj,biodiesel_prod_kbd,biodiesel_prod_kboed,biodiesel_prod_ktoe,biodiesel_prod_pj,biofuels_cons_ej,biofuels_cons_kbd,biofuels_cons_kboed,biofuels_cons_ktoe,biofuels_cons_mtoe,biofuels_cons_pj,biofuels_prod_kbd,biofuels_prod_kboed,biofuels_prod_ktoe,biofuels_prod_pj,biogeo_ej,biogeo_mtoe,biogeo_twh,co2_mtco2,coalcons_ej,coalcons_mtoe,coalprod_ej,coalprod_mt,coalprod_mtoe,cobalt_kt,elect_twh,electbyfuel_coal,electbyfuel_gas,electbyfuel_oil,ethanol_cons_kbd,ethanol_cons_kboed,ethanol_cons_ktoe,ethanol_cons_pj,ethanol_prod_kbd,ethanol_prod_kboed,ethanol_prod_ktoe,ethanol_prod_pj,gascons_bcfd,gascons_bcm,gascons_ej,gascons_mtoe,gasprod_bcfd,gasprod_bcm,gasprod_ej,gasprod_mtoe,gasreserves_tcm,graphite_kt,hydro_ej,hydro_mtoe,hydro_twh,liqcons_kbd,lithium_kt,nuclear_ej,nuclear_mtoe,nuclear_twh,oilcons_ej,oilcons_kbd,oilcons_mt,oilcons_mtoe,oilprod_crudecond_kbd,oilprod_kbd,oilprod_mt,oilprod_ngl_kbd,oilreserves_bbl,primary_ej,primary_gj_pc,primary_mtoe,rareearths_kt,refcap_kbd,refthru_kbd,ren_power_ej,ren_power_mtoe,ren_power_twh,renewables_ej,renewables_mtoe,solar_ej,solar_mtoe,solar_twh,wind_ej,wind_mtoe,wind_twh
Algeria,1965,12.55088,DZA,12,Africa,Northern Africa,1,0,0,0,,,,,,,,,0,,,,0,,,,,,0,0,0,5.568752776,0.00293076,0.07,,,,,,,,,,,,,,,,,0.071891945,0.74305,0.0267498,0.638907997,,,,,,,0.004,0.095538359,0.4,26.71619178,,0,0,0,0.055458907,26.71619178,1.289,1.324613237,,569.9438356,26.13931234,,,0.089139467,7.102248368,2.129059592,,54.22191781,,0,0,0,0,0,0,0,0,0,0,0
Algeria,1966,12.902626,DZA,12,Africa,Northern Africa,1,0,0,0,,,,,,,,,0,,,,0,,,,,,0,0,0,6.867505979,0.002847024,0.068,,,,,,,,,,,,,,,,,0.074685673,0.771925,0.0277893,0.663736028,,,,,,,0.00355,0.084790293,0.355,35.35323288,,0,0,0,0.072981739,35.35323288,1.693,1.743138889,,733.5931507,33.64247607,,,0.107168063,8.305910983,2.55966521,,54.22191781,,0,0,0,0,0,0,0,0,0,0,0
Algeria,1967,13.27502,DZA,12,Africa,Northern Africa,1,0,0,0,,,,,,,,,0,,,,0,,,,,,0,0,0,6.369306902,0.002177136,0.052,,,,,,,,,,,,,,,,,0.072450691,0.748825,0.0269577,0.643873603,,,,,,,0.0041,0.097926818,0.41,33.2859726,,0,0,0,0.068191312,33.2859726,1.578,1.628721506,,842.6643836,38.64524181,,,0.101426148,7.640376286,2.422521926,,54.22191781,,0,0,0,0,0,0,0,0,0,0,0
Algeria,1968,13.663581,DZA,12,Africa,Northern Africa,1,0,0,0,,,,,,,,,0,,,,0,,,,,,0,0,0,6.77113723,0.00230274,0.055,,,,,,,,,,,,,,,,,0.075967532,0.787325,0.0283437,0.676977644,,,,,,,0.00563,0.13447024,0.563,35.37442623,,0,0,0,0.072602285,35.37442623,1.682,1.734075786,,922.495082,42.42374811,,,0.108878725,7.968535115,2.60052367,,54.22191781,,0,0,0,0,0,0,0,0,0,0,0
Algeria,1969,14.061724,DZA,12,Africa,Northern Africa,1,0,0,0,,,,,,,,,0,,,,0,,,,,,0,0,0,7.592118351,0.00293076,0.07,,,,,,,,,,,,,,,,,0.100155164,1.03516875,0.037266075,0.89008491,,,,,,,0.00361,0.086223369,0.361,37.71432877,,0,0,0,0.076701348,37.71432877,1.775,1.831980224,,969.3315068,44.43579345,,,0.120508183,8.5699437,2.878288502,,54.22191781,,0,0,0,0,0,0,0,0,0,0,0
Algeria,1970,14.464992,DZA,12,Africa,Northern Africa,1,0,0,0,,,,,,,,,0,,,,0,,,,,,0,0,0,8.264424633,0.003475044,0.083,,,,,,,,,,,,,,,,,0.094148648,0.9730875,0.03503115,0.836704643,0.235883804,2.4380125,0.08776845,2.096313414,,,0.0058,0.13853062,0.58,43.00991781,,0,0,0,0.087651651,43.00991781,2.032,2.093523717,,1053.926849,48.3134937,,,0.131957845,9.122566055,3.151758981,,57.73630137,,0,0,0,0,0,0,0,0,0,0,0
Algeria,1971,14.872253,DZA,12,Africa,Northern Africa,1,0,0,0,,,,,,,,,0,,,,0,,,,,,0,0,0,8.930844168,0.000962964,0.023,,,,,,,,,,,,,,,,,0.106906675,1.10495,0.0397782,0.950085985,0.248641831,2.569875,0.0925155,2.209694755,,,0.0033,0.078819146,0.33,48.87849315,,0,0,0,0.098784181,48.87849315,2.288,2.359419628,,802.5873973,36.79765995,,,0.142825345,9.603477361,3.411324759,,57.73630137,,0,0,0,0,0,0,0,0,0,0,0
Algeria,1972,15.285992,DZA,12,Africa,Northern Africa,1,0,0,0,,,,,,,,,0,,,,0,,,,,,0,0,0,9.986480526,0.00083736,0.02,,,,,,,,,,,,,,,,,0.123795501,1.2830125,0.04618845,1.103192175,0.31417868,3.2561375,0.11722095,2.799774291,,,0.00495,0.118228719,0.495,53.54349727,,0,0,0,0.108437091,53.54349727,2.514,2.589975423,,1081.04918,49.72648111,,,0.160412901,10.49411128,3.831396317,,116.2758904,,0,0,0,0,0,0,0,0,0,0,0
Algeria,1973,15.709831,DZA,12,Africa,Northern Africa,1,0,0,0,,,,,,,,,0,,,,0,,,,,,0,0,0,11.61221403,0.000962964,0.023,,,,,,,,,,,,,,,,,0.172792104,1.78591875,0.064293075,1.535613715,0.418128022,4.321625,0.1555785,3.715928633,,,0.00752,0.179612114,0.752,58.84926027,,0,0,0,0.118441242,58.84926027,2.739,2.828920464,,1128.74,51.69863224,,,0.191217281,12.17182292,4.567146293,,116.2758904,,0,0,0,0,0,0,0,0,0,0,0
Algeria,1974,16.149018,DZA,12,Africa,Northern Africa,1,0,0,0,,,,,,,,,0,,,,0,,,,,,0,0,0,12.97369526,0.000795492,0.019,,,,,,,,,,,,,,,,,0.200030956,2.06745,0.0744282,1.777687016,0.483408144,4.9963375,0.17986815,4.296076956,,,0.00497,0.118706411,0.497,65.64186301,,0,0,0,0.131557827,65.64186301,3.036,3.142204715,,1045.983014,47.83411335,,,0.211751519,13.11234646,5.057598142,,116.2758904,,0,0,0,0,0,0,0,0,0,0,0
Algeria,1975,16.607706,DZA,12,Africa,Northern Africa,1,0,0,0,,,,,,,,,0,,,,0,,,,,,0,0,0,30.61768535,0.001004832,0.024,,,,,,,,,,,,,,,,,0.275647872,2.849,0.102564,2.449699054,0.595250405,6.1523,0.2214828,5.290025795,,,0.00328,0.078341454,0.328,72.88090411,,0,0,0,0.146270403,72.88090411,3.378,3.493608555,,1025.497534,46.80389924,,,0.253119235,15.24107152,6.045649064,,116.2758904,,0,0,0,0,0,0,0,0,0,0,0
Algeria,1976,17.085799,DZA,12,Africa,Northern Africa,1,0,0,0,,,,,,,,,0,,,,0,,,,,,0,0,0,38.83508852,0.001967796,0.047,,,,,,,,,,,,,,,,,0.325044451,3.36875,0.121275,2.896603611,0.747695108,7.7490875,0.27896715,6.663015907,,,0.00389,0.092911054,0.389,84.68016393,,0,0,0,0.168183837,84.68016393,3.877,4.017001935,,1144.405661,52.22913753,,,0.295316633,17.28433262,7.0535166,,116.2758904,,0,0,0,0,0,0,0,0,0,0,0
Algeria,1977,17.582899,DZA,12,Africa,Northern Africa,1,0,0,0,,,,,,,,,0,,,,0,,,,,,0,0,0,42.46156215,0.002553948,0.061,,,,,,,,,,,,,,,,,0.347353569,3.590125,0.1292445,3.086951849,0.717569149,7.41654375,0.266995575,6.377079751,,,0.00269,0.064249546,0.269,95.21728767,,0,0,0,0.190103377,95.21728767,4.4,4.540541153,,1224.790849,55.75623426,,,0.324591825,18.46065458,7.752742548,,116.2758904,,0,0,0,0,0,0,0,0,0,0,0
Algeria,1978,18.102266,DZA,12,Africa,Northern Africa,1,0,0,0,,,,,,,,,0,,,,0,,,,,,0,0,0,48.63654822,0.001297908,0.031,,,,,,,,,,,,,,,,,0.557814444,5.765375,0.2075535,4.957330181,1.11283516,11.501875,0.4140675,9.88983233,,,0.0025,0.059711474,0.25,99.38706849,,0,0,0,0.196588601,99.38706849,4.521,4.695438067,,1252.729671,56.9353539,,,0.407940009,22.53530077,9.743479722,,110,,0,0,0,0,0,0,0,0,0,0,0
Algeria,1979,18.647801,DZA,12,Africa,Northern Africa,1,0,0,0,,,,,,,,,0,,,,0,,,,,,0,0,0,51.84188888,0.003014496,0.072,,,,,,,,,,,,,,,,,0.788762662,8.152375,0.2934855,7.009780739,1.82411842,18.85345,0.6787242,16.21104901,,,0.00291,0.069504156,0.291,118.6408767,,0,0,0,0.235147022,118.6408767,5.42,5.616390131,,1282.877301,58.0864301,,,0.534557018,28.66595466,12.76767503,,134,,0,0,0,0,0,0,0,0,0,0,0
Algeria,1980,19.221659,DZA,12,Africa,Northern Africa,1,0,0,0,,,,,,,,,0,,,,0,,,,,,0,0,0,57.63584287,0.002679552,0.064,,,,,,,,,,,,,,,,,1.055930118,10.943625,0.3939705,9.409823732,1.486858251,15.40975,0.554751,13.25,3.5814625,,0.00257,0.061383395,0.257,120.2332514,,0,0,0,0.238328748,120.2332514,5.469,5.692384351,,1134.182393,51.54245542,,8.2,0.6375488,33.16825046,15.22759148,,440,226.3087432,0,0,0,0,0,0,0,0,0,0,0
Algeria,1981,19.824297,DZA,12,Africa,Northern Africa,1,0,0,0,,,,,,,,,0,,,,0,,,,,,0,0,0,59.56229096,0.00188406,0.045,,,,,,,,,,,,,,,,,1.376376876,14.22575,0.512127,12.23194325,1.728468221,17.864843,0.643134348,15.361,3.540075,,0.00366,0.087417598,0.366,130.103589,,0,0,0,0.256763062,130.103589,5.889,6.132680376,,1029.279452,45.92668514,,8.08,0.774434122,39.06489708,18.49704122,,440,307.2575342,0,0,0,0,0,0,0,0,0,0,0
Algeria,1982,20.452901,DZA,12,Africa,Northern Africa,1,0,0,0,,,,,,,,,0,,,,0,,,,,,0,0,0,63.74955193,0.03495978,0.835,,,,,,,,,,,,,,,,,1.561694195,16.141125,0.5810805,13.8788693,2.255301644,23.310009,0.839160324,20.043,3.4775125,,0.00479,0.114407184,0.479,137.662,,0,0,0,0.272064304,137.662,6.245,6.498144263,,1039.656164,45.69070529,,9.44,0.892894584,43.65613387,21.32642075,,440,411.6849315,0,0,0,0,0,0,0,0,0,0,0
Algeria,1983,21.101875,DZA,12,Africa,Northern Africa,1,0,0,0,,,,,,,,,0,,,,0,,,,,,0,0,0,67.63740127,0.03119166,0.745,,,,,,,,,,,,,,,,,1.709761802,17.6715,0.636174,15.19475494,3.229527141,33.379263,1.201653468,28.701,3.3985875,,0.00235,0.056128786,0.235,155.1492329,,0,0,0,0.305612716,155.1492329,7.011,7.299434317,,1026.933973,44.95342317,,9.22,0.975328376,46.21998642,23.29531805,,440,377.5452055,0,0,0,0,0,0,0,0,0,0,0
Algeria,1984,21.763578,DZA,12,Africa,Northern Africa,1,0,0,0,,,,,,,,,0,,,,0,,,,,,0,0,0,68.20133724,0.034582968,0.826,,,,,,,,,,,,,,,,,1.497990572,15.525125,0.5589045,13.34920464,3.278269959,33.975882,1.223131752,29.214,3.312925,,0.00452,0.107958345,0.452,171.7896721,,0,0,0,0.338407223,171.7896721,7.76,8.08271766,,1122.489071,48.78596222,,9,0.936414691,43.02668849,22.36588065,,440,410.5601093,0,0,0,0,0,0,0,0,0,0,0
Algeria,1985,22.431507,DZA,12,Africa,Northern Africa,1,0,0,0,,,,,,,,,0,,,,0,,,,,,0,0,0,72.55799628,0.036090216,0.862,,,,,12.274,,,,,,,,,,,,1.488126013,15.38075,0.553707,13.22506449,3.612555968,37.338115,1.34417214,32.105,3.2234125,,0.00646,0.154294449,0.646,176.3272603,,0,0,0,0.347593691,176.3272603,7.966,8.302132679,,1087.029055,47.06101826,,8.82,0.943850907,42.07701725,22.54349162,,440,407.6684932,0,0,0,0,0,0,0,0,0,0,0
Algeria,1986,23.102386,DZA,12,Africa,Northern Africa,1,0,0,0,,,,,,,,,0,,,,0,,,,,,0,0,0,79.77087078,0.03705318,0.885,,,,,12.981,,,,,,,,,,,,1.62967492,16.84375,0.606375,14.48301806,3.69492292,38.189431,1.374819516,32.837,3.1367875,,0.0025,0.059711474,0.25,179.9450411,,0,0,0,0.352876515,179.9450411,8.078,8.428310762,,1126.000808,48.47924874,,8.8,0.998804695,43.23383286,23.85604029,,434,434.458137,0,0,0,0,0,0,0,0,0,0,0
Algeria,1987,23.774287,DZA,12,Africa,Northern Africa,1,0,0,0,,,,,,,,,0,,,,0,,,,,,0,0,0,77.42319077,0.044296344,1.058,,,,,12.722,,,,,,,,,,,,1.666924633,17.22875,0.620235,14.81405847,4.170108213,43.10078,1.55162808,37.06,3.0443875,,0.00499,0.119184102,0.499,182.6426849,,0,0,0,0.356761886,182.6426849,8.158,8.521111254,,1178.140068,50.1977563,,8.564,1.02628323,43.16778165,24.51235383,,434,411.524274,0,0,0,0,0,0,0,0,0,0,0
Algeria,1988,24.443472,DZA,12,Africa,Northern Africa,1,0,0,0,,,,,,,,,0,,,,0,,,,,,0,0,0,78.20744123,0.04165866,0.995,,,,,13.966,,,,,,,,,,,,1.873184738,19.413625,0.6988905,16.69271281,4.347573527,45.058109,1.622091924,38.743,3.112725,,0.00183,0.043708799,0.183,181.7583607,,0,0,0,0.357021355,181.7583607,8.168,8.527308565,,1232.921475,52.57526952,,9.2,1.099400515,44.97726489,26.25873018,,434,436.2952186,0,0,0,0,0,0,0,0,0,0,0
Algeria,1989,25.106192,DZA,12,Africa,Northern Africa,1,0,0,0,,,,,,,,,0,,,,0,,,,,,0,0,0,77.1856758,0.035210988,0.841,,,,,15.324,,,,,,,,,,,,1.767498857,18.26825,0.657657,15.70786758,4.700542377,48.583162,1.748993832,41.774,3.128125,,0.00226,0.053979173,0.226,191.9691781,,0,0,0,0.37417198,191.9691781,8.553,8.936944206,,1276.397534,54.48481612,,9.236,1.069299968,42.59108542,25.53979096,,434,416.8058904,0,0,0,0,0,0,0,0,0,0,0
Algeria,1990,25.758872,DZA,12,Africa,Northern Africa,1,0,0,0,,,,,,,,,0,,,,0,,,,,,0,0,0,74.25420452,0.027591012,0.659,,,,,16.104,,,,,,,,,,,,1.887629179,19.509875,0.7023555,16.77547291,4.997941082,51.656971,1.859650956,44.417,3.17625,,0.00135,0.032244196,0.135,212.2470137,,0,0,0,0.402521817,212.2470137,9.156,9.614068429,,1366.596521,58.35548992,,9.2,1.133818329,44.01661412,27.08078554,,434,421.0833973,0,0,0,0,0,0,0,0,0,0,0
Algeria,1991,26.400468,DZA,12,Africa,Northern Africa,1,0,0,0,,,,,,,,,0,,,,0,,,,,,0,0,0,74.13928236,0.02847024,0.68,,,,,17.345,,,,,,,,,,,,1.864348109,19.26925,0.693693,16.56857266,5.389409147,55.703048,2.005309728,47.896,3.490025,,0.00293,0.069981848,0.293,207.4835068,,0,0,0,0.39826003,207.4835068,9.069,9.512277396,,1372.665753,58.69372796,,9.2,1.12335327,42.55050592,26.8308319,,434,421.8063562,0,0,0,0,0,0,0,0,0,0,0
Algeria,1992,27.02833,DZA,12,Africa,Northern Africa,1,0,0,0,,,,,,,,,0,,,,0,,,,,,0,0,0,75.58089919,0.033829344,0.808,,,,,18.286,,,,,,,,,,,,1.91961966,19.894875,0.7162155,17.10651333,5.596422242,58.001136,2.088040896,49.872,3.513125,,0.00199,0.047530333,0.199,209.643388,,0,0,0,0.40065356,209.643388,9.113,9.569445878,,1320.565574,56.50141058,,9.2,1.152688404,42.64741492,27.53148954,,434,423.1773224,0,0,0,0,0,0,0,0,0,0,0
Algeria,1993,27.635517,DZA,12,Africa,Northern Africa,1,0,0,0,,,,,,,,,0,,,,0,,,,,,0,0,0,75.35661143,0.027549144,0.658,,,,,19.414,,,,,,,,,,,,1.727455416,17.854375,0.6427575,15.35199914,5.68388225,58.746619,2.114878284,50.513,3.56125,,0.00353,0.084312602,0.353,208.3747397,,0,0,0,0.398717556,208.3747397,9.079,9.523205216,,1321.579452,56.32321159,,9.2,1.0725542,38.81071593,25.61751696,,434,419.5772329,0,0,0,0,0,0,0,0,0,0,0
Algeria,1994,28.213777,DZA,12,Africa,Northern Africa,1,0,0,0,,,,,,,,,0,,,,0,,,,,,0,0,0,76.34297062,0.02595816,0.62,,,,,19.883,,,,,,,,,,,,1.820579697,18.816875,0.6774075,16.17960017,5.225687953,54.010883,1.944391788,46.441,2.8518875,,0.00166,0.039648419,0.166,202.1726575,,0,0,0,0.381783225,202.1726575,8.67,9.118735669,,1317.13726,56.07125441,,9.979,1.086808885,38.52050312,25.95798426,,434,396.1011507,0,0,0,0,0,0,0,0,0,0,0
Algeria,1995,28.757788,DZA,12,Africa,Northern Africa,1,0,0,0,,,,,,,,,0,,,,0,,,,,,0,0,0,79.13999555,0.02595816,0.62,,,,,19.715,,,,,,,,,,,,1.956541147,20.222125,0.7279965,17.38789768,5.949436901,61.491299,2.213686764,52.873,3.551625,,0.00193,0.046097258,0.193,196.4710685,,0,0,0,0.371312218,196.4710685,8.433,8.868639964,,1309.536712,55.81125441,,9.979,1.127196878,39.19623018,26.9226349,,434,407.9496438,0,0,0,0,0,0,0,0,0,0,0
Algeria,1996,29.266415,DZA,12,Africa,Northern Africa,1,0,0,0,,,,,,,,,0,,,,0,,,,,,0,0,0,79.08351775,0.012225456,0.292,,,,,20.654,,,,,,,,,,,,2.004131217,20.77075,0.747747,17.85963027,6.295975023,65.251278,2.349046008,56.106,3.56125,,0.00135,0.032244196,0.135,185.473224,,0,0,0,0.354319487,185.473224,8.06,8.462775557,,1378.674863,59.0123199,,10.8,1.115641943,38.12021196,26.64665002,,434,386.6675137,0,0,0,0,0,0,0,0,0,0,0
Algeria,1997,29.74298,DZA,12,Africa,Northern Africa,1,0,0,0,,,,,,,,,0,,,,0,,,,,,0,0,0,75.48678708,0.021436416,0.512,,,,,21.497,,,,,,,,,,,,1.877385508,19.404,0.698544,16.6844368,7.242778073,74.858821,2.694917556,64.367,3.9241125,,0.00075,0.017913442,0.075,185.6283288,,0,0,0,0.35151631,185.6283288,7.986,8.395822824,,1447.519178,61.56702519,,11.2,1.072246726,36.05041344,25.61017307,,434,413.1910959,0,0,0,0,0,0,0,0,0,0,0
Algeria,1998,30.19275,DZA,12,Africa,Northern Africa,1,0,0,0,,,,,,,,,0,,,,0,,,,,,0,0,0,78.05625354,0.022943664,0.548,,,,,23.262,,,,,,,,,,,,1.941641262,20.068125,0.7224525,17.25548151,7.75588367,80.162101,2.885835636,68.927,3.9241125,,0.00215,0.051351868,0.215,192.2752603,,0,0,0,0.362371493,192.2752603,8.217,8.655094416,,1452.006849,61.38579345,,11.314,1.109917657,36.76106539,26.5099278,,434,385.2768493,0,0,0,0,0,0,0,0,0,0,0
Algeria,1999,30.623406,DZA,12,Africa,Northern Africa,1,0,0,0,,,,,,,,,0,,,,0,,,,,,0,0,0,77.68027923,0.024576516,0.587,,,,,24.757,,,,,,,,,,,,1.984478432,20.510875,0.7383915,17.63617799,8.718069189,90.106914,3.243848904,77.478,4.3505,,0.00203,0.048485717,0.203,185.5245205,,0,0,0,0.356034045,185.5245205,8.11,8.503727071,,1397.939849,58.52845907,,11.314,1.121032061,36.60703388,26.77539078,,434,439.1573699,0,0,0,0,0,0,0,0,0,0,0
Algeria,2000,31.042238,DZA,12,Africa,Northern Africa,1,0,0,0,,,,,,,,,0,,,,0,,,,,,0,0,0,75.98482073,0.02030598,0.485,,,,,25.412,,,,,,,,,,,,1.843048474,19.10129375,0.687646575,16.42415628,8.866163807,91.88863,3.30799068,79.01,4.3533875,,0.00054,0.012897678,0.054,190.3950546,,0,0,0,0.371276927,190.3950546,8.483,8.867797053,1289.145492,1549.131284,66.787,259.9857923,11.314,1.079769482,34.78388002,25.78985101,,434,427.5432787,0,0,0,0,0,0,0,0,0,0,0
Algeria,2001,31.451513,DZA,12,Africa,Northern Africa,1,0,0,0,,,,,,,,,0,,,,0,,,,,,0,0,0,73.39979959,0.02344608,0.56,,,,,26.625,,,,,,,,,,,,1.909140888,19.7322125,0.71035965,16.96664875,8.366434322,86.472539,3.113011404,74.353,4.3533875,,0.000685519,0.016373351,0.069,197.553589,,0,0,0,0.384391202,197.553589,8.782,9.18102613,1260.805534,1534.247726,65.751,273.4421918,11.314,1.118882451,35.5748371,26.72404823,,434,446.3869589,0,0,0,0,0,0,0,0,0,0,0
Algeria,2002,31.85511,DZA,12,Africa,Northern Africa,1,0,0,0,,,,,,,,,0,,,,0,,,,,,0,0,0,76.08637204,0.03077298,0.735,,,,,27.648,,,,,,,,,,,,1.885114824,19.4838875,0.70141995,16.75312769,8.605320986,88.941588,3.201897168,76.476,4.3533875,,0.000562645,0.013438549,0.057,220.022274,,0,0,0,0.426230027,220.022274,9.734,10.1803293,1355.673315,1653.014685,70.894,297.3413699,11.314,1.158985602,36.38303563,27.68189553,,434,434.2974795,0,0,0,0,0,0,0,0,0,0,0
Algeria,2003,32.264159,DZA,12,Africa,Northern Africa,1,0,0,0,,,,,,,,,0,,,,0,,,,,,0,0,0,78.83091683,0.025372008,0.606,,,,,29.528,,,,,,,,,,,,1.992440558,20.59316875,0.741354075,17.70693788,9.080956372,93.857589,3.378873204,80.703,4.3745625,,0.002599038,0.062076967,0.265,228.9378082,,0,0,0,0.443426825,228.9378082,10.125,10.59106776,1535.550466,1826.281425,79.005,290.7309589,11.8,1.212751946,37.58820884,28.9660826,,434,439.7598356,0,0,0,0,0,0,0,0,0,0,0
Algeria,2004,32.692153,DZA,12,Africa,Northern Africa,1,0,0,0,,,,,,,,,0,,,,0,,,,,,0,0,0,81.00185559,0.030270564,0.723,,,,,31.249,,,,,,,,,,,,2.044576034,21.18991875,0.762837075,18.22005052,8.882210654,92.054939,3.313977804,79.153,4.3745625,,0.002446051,0.058422923,0.251,238.2651366,,0,0,0,0.463488589,238.2651366,10.59,11.07023476,1628.348798,1920.662459,83.551,292.3136612,11.8,1.259042279,38.5120637,30.0717082,,442.9729863,365.5308779,0,0,0,0,0,0,0,0,0,0,0
Algeria,2005,33.14972,DZA,12,Africa,Northern Africa,1,0,0,0,,,,,,,,,0,,,,0,,,,,,0,0,0,82.85278284,0.024869592,0.594,,,,,33.915,,,,,,,,,,,,2.162997679,22.3559875,0.80481555,19.22268917,8.215424085,84.91175,3.056823,73.01096303,4.3352925,,0.005377272,0.128433939,0.5553,249.2523651,,0,0,0,0.483168186,249.2523651,11.034396,11.54027385,1691.764071,1989.931742,86.43767,298.1676712,12.27,1.3182306,39.76596483,31.48539696,,442.9729863,355.9367671,0,0,0,0,0,0,0,0,0,0,0
Algeria,2006,33.641007,DZA,12,Africa,Northern Africa,1,0,0,0,,,,,,,,,0,,,,0,,,,,,0,0,0,87.30126464,0.036927576,0.882,,,,,35.227,,,,,,,,,,,,2.210770435,22.84975,0.822591,19.6472485,7.865928658,81.2994875,2.92678155,69.90497635,4.3352925,,0.002093887,0.050011627,0.2176,257.552726,,0,0,0,0.503444595,257.552726,11.5159,12.02456756,1696.745479,1979.499452,86.202,282.7539726,12.27,1.365057057,40.57717587,32.60382768,,442.9729863,381.7825479,0,0,0,0,0,0,0,0,0,0,0
Algeria,2007,34.166976,DZA,12,Africa,Northern Africa,1,0,0,0,,,,,,,,,0,,,,0,,,,,,0,0,0,94.43431862,0.031694076,0.757,,,,,37.31,,,,,,,,,,,,2.26213938,23.38068145,0.841704532,20.10376737,7.899453399,81.6459875,2.93925555,70.20291273,4.3351,,0.002161125,0.051617584,0.226,285.9807717,,0,0,0,0.563003987,285.9807717,12.90056632,13.44711922,1687.050137,1992.273151,86.482,305.2230137,12.2,1.438563721,42.10392282,34.35950417,,442.9729863,391.3617534,0,0,0,0,0,0,0,0,0,0,0
Algeria,2008,34.730604,DZA,12,Africa,Northern Africa,1,0,0,0,,,,,,,,,0,,,,0,,,,,,0,0,0,100.3693625,0.031694076,0.757,,,,,40.237,,,,,,,,,,,,2.354714875,24.4041875,0.87855075,20.98382416,7.969997077,82.6007875,2.97362835,71.02389295,4.3351,,0.002689379,0.064234711,0.283,308.6616298,,0,0,0,0.611697227,308.6616298,14.020728,14.61013727,1643.263251,1950.980446,84.76100802,307.7171942,12.2,1.524631432,43.89878828,36.41519614,,444.4992329,429.4058197,0,0,0,0,0,0,0,0,0,0,0
Algeria,2009,35.333882,DZA,12,Africa,Northern Africa,1,0,0,0,,,,,,,,,0,,,,0,,,,,,0,0,0,106.5028726,0.020347848,0.486,,,,,43.112,,,,,,,,,,,,2.536053549,26.2117625,0.94362345,22.5380589,7.408036567,76.566875,2.7564075,65.83566208,4.3351,,0.00323,0.077147225,0.342,326.5250411,,0,0,0,0.648483946,326.5250411,14.868,15.48877295,1517.336795,1774.856795,77.234,257.52,12.2,1.615685244,45.72623082,38.58997908,,554.2684932,475.1647397,0,0,0,0,0,0,0,0,0,0,0
Algeria,2010,35.977451,DZA,12,Africa,Northern Africa,1,0,0,0,,,,,,,,,3.34E-12,,,,7.98E-11,,,,,,0,0,0,104.4439567,0.01297908,0.31,,,,,45.735,,,,,,,,,,,,2.450472335,25.327225,0.9117801,21.77749355,7.488309698,77.39655,2.7862758,66.54905417,4.3351,,0.001623865,0.03878535,0.173,329.3835616,,0,0,0,0.653802898,329.3835616,14.975,15.61581394,1460.777014,1689.154,73.775,228.3769863,12.2,1.58027136,43.92393892,37.74413299,,554.2684932,548.1434247,8.54E-05,0.002040154,0.0091,8.54E-05,0.002040154,8.54E-05,0.002040154,0.0091,0,0,0
Algeria,2011,36.661438,DZA,12,Africa,Northern Africa,1,0,0,0,,,,,,,,,3.62E-12,,,,8.64E-11,,,,,,0,0,0,107.6667815,0.0115137,0.275,,,,,53.074,,,,,,,,,,,,2.592673112,26.7969625,0.96469065,23.04124033,7.701378053,79.59875,2.865555,68.44260533,4.3351,,0.003526463,0.084228132,0.378,349.4717808,,0,0,0,0.692019551,349.4717808,15.826,16.52860301,1416.367863,1641.503205,71.675,225.1353425,12.2,1.671919399,45.60430497,39.9331088,,652.35,520.4902466,0.000169035,0.004037324,0.01811875,0.000169035,0.004037324,0.000169035,0.004037324,0.01811875,0,0,0
Algeria,2012,37.383899,DZA,12,Africa,Northern Africa,1,0,0,0,,,,,,,,,4.16E-12,,,,9.94E-11,,,,,,0,0,0,115.7685153,0.012225456,0.292,,,,,57.397,,,,,,,,,,,,2.882494195,29.874075,1.0754667,25.68708083,7.568892224,78.44375,2.823975,67.44948409,4.3350117,,0.003607091,0.086153886,0.389,369.8407377,,0,0,0,0.735822964,369.8407377,16.817,17.57482956,1320.434208,1536.809071,67.212,216.3748634,12.2,1.827370006,48.88120434,43.64598276,,652.35,478.4927869,0.000247795,0.005918487,0.026723014,0.000247795,0.005918487,0.000247795,0.005918487,0.026723014,0,0,0
Algeria,2013,38.140135,DZA,12,Africa,Northern Africa,1,0,0,0,,,,,,,,,5.00E-12,,,,1.19E-10,,,,,,0,0,0,133.2682672,0.006615144,0.158,,,,,59.89,,,,,,,,,,,,3.107836636,32.1215125,1.15637445,27.61952923,7.676234497,79.338875,2.8561995,68.21915305,4.3350117,,0.00091247,0.021793969,0.099,387.4057808,,0,0,0,0.768874986,387.4057808,17.565,18.36426354,1275.098247,1485.233041,64.784,210.1347945,12.2,1.933040652,50.68258548,46.16988278,,646.551,492.1341918,0.000263602,0.006296035,0.0286,0.000263602,0.006296036,0.000263602,0.006296035,0.0286,0,0,0
